us_county,name,state,"Random Number"
38067,"Pembina County, ND",ND,-43.96644485
38069,"Pierce County, ND",ND,-41.38516451
38071,"Ramsey County, ND",ND,32.67027985
38073,"Ransom County, ND",ND,29.5398961
38075,"Renville County, ND",ND,-42.07722223
38077,"Richland County, ND",ND,-12.31103516
38079,"Rolette County, ND",ND,-19.69084893
38081,"Sargent County, ND",ND,-18.66816346
38083,"Sheridan County, ND",ND,46.46234409
38085,"Sioux County, ND",ND,-24.01836344
38087,"Slope County, ND",ND,28.36040316
38089,"Stark County, ND",ND,-7.201263505
38091,"Steele County, ND",ND,2.524713362
38093,"Stutsman County, ND",ND,-1.655004243
38095,"Towner County, ND",ND,-11.27542299
38097,"Traill County, ND",ND,-11.50399365
38099,"Walsh County, ND",ND,-32.51118157
38101,"Ward County, ND",ND,16.99567688
38103,"Wells County, ND",ND,-8.442782442
38105,"Williams County, ND",ND,3.864013743
31001,"Adams County, NE",NE,-12.38077344
31003,"Antelope County, NE",NE,40.36722224
31005,"Arthur County, NE",NE,31.60871697
31007,"Banner County, NE",NE,-17.03331366
31009,"Blaine County, NE",NE,18.55271753
31011,"Boone County, NE",NE,38.72811883
31013,"Box Butte County, NE",NE,-13.96543594
31015,"Boyd County, NE",NE,-35.2349201
31017,"Brown County, NE",NE,45.89359077
31019,"Buffalo County, NE",NE,3.786945405
31021,"Burt County, NE",NE,11.12214177
31023,"Butler County, NE",NE,-6.678470268
31025,"Cass County, NE",NE,-49.63249707
31027,"Cedar County, NE",NE,-21.52894212
31029,"Chase County, NE",NE,39.95364538
31031,"Cherry County, NE",NE,-48.70112928
31033,"Cheyenne County, NE",NE,-35.37083041
31035,"Clay County, NE",NE,38.8381821
31037,"Colfax County, NE",NE,3.903653349
31039,"Cuming County, NE",NE,45.73948708
31041,"Custer County, NE",NE,29.47492662
31043,"Dakota County, NE",NE,27.14908356
31045,"Dawes County, NE",NE,-33.60747481
31047,"Dawson County, NE",NE,21.41094562
31049,"Deuel County, NE",NE,34.89810252
31051,"Dixon County, NE",NE,42.97096679
31053,"Dodge County, NE",NE,-35.40556474
31055,"Douglas County, NE",NE,38.75820382
31057,"Dundy County, NE",NE,34.27653916
31059,"Fillmore County, NE",NE,11.79560323
31061,"Franklin County, NE",NE,-1.180844374
31063,"Frontier County, NE",NE,44.5466897
31065,"Furnas County, NE",NE,6.159003151
31067,"Gage County, NE",NE,-14.01885472
31069,"Garden County, NE",NE,-39.97892656
31071,"Garfield County, NE",NE,-10.77709499
31073,"Gosper County, NE",NE,23.92831532
31075,"Grant County, NE",NE,-5.106159864
31077,"Greeley County, NE",NE,-35.47293803
31079,"Hall County, NE",NE,13.70875558
31081,"Hamilton County, NE",NE,-2.406513281
31083,"Harlan County, NE",NE,22.67843266
31085,"Hayes County, NE",NE,-44.09550626
31087,"Hitchcock County, NE",NE,17.55907804
31089,"Holt County, NE",NE,42.79212767
31091,"Hooker County, NE",NE,0.001603439
31093,"Howard County, NE",NE,48.33362759
31095,"Jefferson County, NE",NE,31.08975116
31097,"Johnson County, NE",NE,15.58485961
31099,"Kearney County, NE",NE,22.23783146
31101,"Keith County, NE",NE,29.18736076
31103,"Keya Paha County, NE",NE,24.80611905
31105,"Kimball County, NE",NE,-12.32119421
31107,"Knox County, NE",NE,22.96098773
31109,"Lancaster County, NE",NE,-28.24522142
31111,"Lincoln County, NE",NE,-34.91742654
31113,"Logan County, NE",NE,-13.87710254
31115,"Loup County, NE",NE,31.67127481
31119,"Madison County, NE",NE,17.84706798
31117,"McPherson County, NE",NE,41.7579309
31121,"Merrick County, NE",NE,-2.72168285
31123,"Morrill County, NE",NE,-48.29121109
31125,"Nance County, NE",NE,-13.45545086
31127,"Nemaha County, NE",NE,48.26856738
31129,"Nuckolls County, NE",NE,-3.320821475
31131,"Otoe County, NE",NE,19.24569869
31133,"Pawnee County, NE",NE,-5.888691702
31135,"Perkins County, NE",NE,-13.17071273
31137,"Phelps County, NE",NE,-44.91783873
31139,"Pierce County, NE",NE,28.92257119
31141,"Platte County, NE",NE,27.81056911
31143,"Polk County, NE",NE,32.81845311
31145,"Red Willow County, NE",NE,4.151743573
31147,"Richardson County, NE",NE,-17.71521866
31149,"Rock County, NE",NE,2.530149583
31151,"Saline County, NE",NE,2.725420355
31153,"Sarpy County, NE",NE,-25.70280783
31155,"Saunders County, NE",NE,42.52555859
31157,"Scotts Bluff County, NE",NE,-25.62873198
31159,"Seward County, NE",NE,8.403745127
31161,"Sheridan County, NE",NE,13.53058903
31163,"Sherman County, NE",NE,9.883408065
31165,"Sioux County, NE",NE,-37.85727907
31167,"Stanton County, NE",NE,8.563474531
31169,"Thayer County, NE",NE,29.86274477
31171,"Thomas County, NE",NE,-27.39270632
31173,"Thurston County, NE",NE,26.85896532
31175,"Valley County, NE",NE,29.05821392
31177,"Washington County, NE",NE,36.09739663
31179,"Wayne County, NE",NE,14.79717623
31181,"Webster County, NE",NE,-32.69649473
31183,"Wheeler County, NE",NE,45.75752311
31185,"York County, NE",NE,10.22101854
33001,"Belknap County, NH",NH,11.6809756
33003,"Carroll County, NH",NH,27.43371297
33005,"Cheshire County, NH",NH,-13.94665014
33007,"Coos County, NH",NH,18.20846722
33009,"Grafton County, NH",NH,-41.61020261
33011,"Hillsborough County, NH",NH,-27.54490441
33013,"Merrimack County, NH",NH,16.52443633
33015,"Rockingham County, NH",NH,-7.051380873
33017,"Strafford County, NH",NH,-39.69391289
33019,"Sullivan County, NH",NH,10.71376728
34001,"Atlantic County, NJ",NJ,-19.52140377
34003,"Bergen County, NJ",NJ,26.66241164
34005,"Burlington County, NJ",NJ,-29.22790156
34007,"Camden County, NJ",NJ,39.40390868
34009,"Cape May County, NJ",NJ,15.0003677
34011,"Cumberland County, NJ",NJ,38.39638499
34013,"Essex County, NJ",NJ,39.28293552
34015,"Gloucester County, NJ",NJ,-22.40369265
34017,"Hudson County, NJ",NJ,-7.955740845
34019,"Hunterdon County, NJ",NJ,49.69891256
34021,"Mercer County, NJ",NJ,47.96954099
34023,"Middlesex County, NJ",NJ,20.29261097
34025,"Monmouth County, NJ",NJ,20.08718301
34027,"Morris County, NJ",NJ,-8.218977598
34029,"Ocean County, NJ",NJ,-42.86730586
34031,"Passaic County, NJ",NJ,0.130305734
34033,"Salem County, NJ",NJ,-32.46375003
34035,"Somerset County, NJ",NJ,15.32193734
34037,"Sussex County, NJ",NJ,-18.1727534
34039,"Union County, NJ",NJ,-35.63842959
34041,"Warren County, NJ",NJ,-6.703388332
35001,"Bernalillo County, NM",NM,-0.412930608
35003,"Catron County, NM",NM,-44.89212004
35005,"Chaves County, NM",NM,12.30701413
35006,"Cibola County, NM",NM,14.01322884
35007,"Colfax County, NM",NM,22.30821265
35009,"Curry County, NM",NM,-36.48486327
35011,"De Baca County, NM",NM,-21.60750524
35013,"Doña Ana County, NM",NM,-49.48554628
35015,"Eddy County, NM",NM,23.70407189
35017,"Grant County, NM",NM,44.62850492
35019,"Guadalupe County, NM",NM,18.67607958
35021,"Harding County, NM",NM,-21.08290246
35023,"Hidalgo County, NM",NM,-13.91672553
35025,"Lea County, NM",NM,-5.151075125
35027,"Lincoln County, NM",NM,-21.37991665
35028,"Los Alamos County, NM",NM,26.85361837
35029,"Luna County, NM",NM,-37.75346796
35031,"McKinley County, NM",NM,16.01277666
35033,"Mora County, NM",NM,2.168434308
35035,"Otero County, NM",NM,-30.32157184
35037,"Quay County, NM",NM,37.07984544
35039,"Rio Arriba County, NM",NM,-27.72364036
35041,"Roosevelt County, NM",NM,-13.61106663
35045,"San Juan County, NM",NM,-12.98271683
35047,"San Miguel County, NM",NM,-48.38143438
35043,"Sandoval County, NM",NM,-37.61671495
35049,"Santa Fe County, NM",NM,9.115942979
35051,"Sierra County, NM",NM,31.05602117
35053,"Socorro County, NM",NM,-15.24301419
35055,"Taos County, NM",NM,40.98664317
35057,"Torrance County, NM",NM,33.26560425
35059,"Union County, NM",NM,0.74246035
35061,"Valencia County, NM",NM,-42.6784198
32510,"Carson City, NV",NV,44.58404955
32001,"Churchill County, NV",NV,36.59720432
32003,"Clark County, NV",NV,18.72630206
32005,"Douglas County, NV",NV,-7.088718228
32007,"Elko County, NV",NV,19.30386417
32009,"Esmeralda County, NV",NV,41.71915914
32011,"Eureka County, NV",NV,-43.36044653
32013,"Humboldt County, NV",NV,-5.109644181
32015,"Lander County, NV",NV,36.08412575
32017,"Lincoln County, NV",NV,47.27534164
32019,"Lyon County, NV",NV,-13.81281437
32021,"Mineral County, NV",NV,-0.914550369
32023,"Nye County, NV",NV,40.91211982
32027,"Pershing County, NV",NV,-31.59500658
32029,"Storey County, NV",NV,-18.40400472
32031,"Washoe County, NV",NV,35.39521737
32033,"White Pine County, NV",NV,14.57083048
36001,"Albany County, NY",NY,34.43007449
36003,"Allegany County, NY",NY,25.38659792
36005,"Bronx County, NY",NY,-2.166500881
36007,"Broome County, NY",NY,13.13498779
36009,"Cattaraugus County, NY",NY,-45.42181504
36011,"Cayuga County, NY",NY,-22.09014877
36013,"Chautauqua County, NY",NY,49.03984201
36015,"Chemung County, NY",NY,46.30327233
36017,"Chenango County, NY",NY,31.13589246
36019,"Clinton County, NY",NY,-15.92349683
36021,"Columbia County, NY",NY,-23.50375274
36023,"Cortland County, NY",NY,1.701270631
36025,"Delaware County, NY",NY,-8.614293678
36027,"Dutchess County, NY",NY,24.5912224
36029,"Erie County, NY",NY,-17.7274343
36031,"Essex County, NY",NY,44.40280711
36033,"Franklin County, NY",NY,14.46372297
36035,"Fulton County, NY",NY,45.22179899
36037,"Genesee County, NY",NY,34.05589443
36039,"Greene County, NY",NY,34.17561644
36041,"Hamilton County, NY",NY,-19.31777835
36043,"Herkimer County, NY",NY,-43.94781861
36045,"Jefferson County, NY",NY,6.806997801
36047,"Kings County, NY",NY,29.34386952
36049,"Lewis County, NY",NY,-2.222656216
36051,"Livingston County, NY",NY,-21.33370501
36053,"Madison County, NY",NY,22.35039914
36055,"Monroe County, NY",NY,49.76452586
36057,"Montgomery County, NY",NY,-16.20374326
36059,"Nassau County, NY",NY,-46.36661337
36061,"New York County, NY",NY,-23.92505902
36063,"Niagara County, NY",NY,2.782408548
36065,"Oneida County, NY",NY,-34.81241785
36067,"Onondaga County, NY",NY,37.18952125
36069,"Ontario County, NY",NY,-32.72942607
36071,"Orange County, NY",NY,40.36932217
36073,"Orleans County, NY",NY,1.367739212
36075,"Oswego County, NY",NY,9.928116076
36077,"Otsego County, NY",NY,18.50264549
36079,"Putnam County, NY",NY,46.54721906
36081,"Queens County, NY",NY,-4.812744689
36083,"Rensselaer County, NY",NY,-31.51694981
36085,"Richmond County, NY",NY,-30.15962038
36087,"Rockland County, NY",NY,6.818567716
36091,"Saratoga County, NY",NY,-38.81484129
36093,"Schenectady County, NY",NY,20.09880651
36095,"Schoharie County, NY",NY,-16.63168287
36097,"Schuyler County, NY",NY,5.640278571
36099,"Seneca County, NY",NY,45.28914335
36089,"Saint Lawrence County, NY",NY,-14.16963363
36101,"Steuben County, NY",NY,10.61063136
36103,"Suffolk County, NY",NY,-43.81878686
36105,"Sullivan County, NY",NY,8.652654016
36107,"Tioga County, NY",NY,27.66180742
36109,"Tompkins County, NY",NY,-24.26551769
36111,"Ulster County, NY",NY,17.17244573
36113,"Warren County, NY",NY,27.36888187
36115,"Washington County, NY",NY,-47.39770997
36117,"Wayne County, NY",NY,-14.122862
36119,"Westchester County, NY",NY,30.43312446
36121,"Wyoming County, NY",NY,-33.91029204
36123,"Yates County, NY",NY,-40.36083135
39001,"Adams County, OH",OH,-33.48105447
39003,"Allen County, OH",OH,-11.5072306
39005,"Ashland County, OH",OH,-25.32234608
39007,"Ashtabula County, OH",OH,12.73410181
39009,"Athens County, OH",OH,-35.05006325
39011,"Auglaize County, OH",OH,38.50377552
39013,"Belmont County, OH",OH,-27.83666352
39015,"Brown County, OH",OH,-45.76240111
39017,"Butler County, OH",OH,41.23713375
39019,"Carroll County, OH",OH,-40.70251365
39021,"Champaign County, OH",OH,-1.230981779
39023,"Clark County, OH",OH,30.8791527
39025,"Clermont County, OH",OH,35.80276658
39027,"Clinton County, OH",OH,-37.99703127
39029,"Columbiana County, OH",OH,-4.566765646
39031,"Coshocton County, OH",OH,34.91813236
39033,"Crawford County, OH",OH,-48.13718892
39035,"Cuyahoga County, OH",OH,4.47906943
39037,"Darke County, OH",OH,-17.53719987
39039,"Defiance County, OH",OH,-40.8391571
39041,"Delaware County, OH",OH,-23.95497534
39043,"Erie County, OH",OH,43.68412535
39045,"Fairfield County, OH",OH,28.50522248
39047,"Fayette County, OH",OH,32.85975851
39049,"Franklin County, OH",OH,-37.62521572
39051,"Fulton County, OH",OH,-38.92528435
39053,"Gallia County, OH",OH,-23.49492979
39055,"Geauga County, OH",OH,41.87825572
39057,"Greene County, OH",OH,17.47390486
39059,"Guernsey County, OH",OH,-23.92663669
39061,"Hamilton County, OH",OH,42.44923368
39063,"Hancock County, OH",OH,-22.09341013
39065,"Hardin County, OH",OH,13.28453172
39067,"Harrison County, OH",OH,-4.820808204
39069,"Henry County, OH",OH,-37.7828142
39071,"Highland County, OH",OH,9.245172004
39073,"Hocking County, OH",OH,-32.83055636
39075,"Holmes County, OH",OH,-0.540657347
39077,"Huron County, OH",OH,-32.60013126
39079,"Jackson County, OH",OH,30.44506797
39081,"Jefferson County, OH",OH,-35.81450789
39083,"Knox County, OH",OH,4.645227499
39085,"Lake County, OH",OH,-38.42136231
39087,"Lawrence County, OH",OH,18.58088799
39089,"Licking County, OH",OH,9.392767232
39091,"Logan County, OH",OH,46.02334283
39093,"Lorain County, OH",OH,-29.39454453
39095,"Lucas County, OH",OH,-29.10241076
39097,"Madison County, OH",OH,10.6858328
39099,"Mahoning County, OH",OH,-34.75834008
39101,"Marion County, OH",OH,8.314243547
39103,"Medina County, OH",OH,30.72187908
39105,"Meigs County, OH",OH,47.59894925
39107,"Mercer County, OH",OH,-1.66086256
39109,"Miami County, OH",OH,-28.67038866
39111,"Monroe County, OH",OH,-41.77257949
39113,"Montgomery County, OH",OH,-28.53209032
39115,"Morgan County, OH",OH,30.77764039
39117,"Morrow County, OH",OH,37.27276356
39119,"Muskingum County, OH",OH,-25.68513172
39121,"Noble County, OH",OH,33.97846465
39123,"Ottawa County, OH",OH,2.772791937
39125,"Paulding County, OH",OH,23.98782682
39127,"Perry County, OH",OH,17.04050029
39129,"Pickaway County, OH",OH,34.09253809
39131,"Pike County, OH",OH,3.834529197
39133,"Portage County, OH",OH,-20.1383891
39135,"Preble County, OH",OH,-29.10405699
39137,"Putnam County, OH",OH,-46.69349543
39139,"Richland County, OH",OH,-37.64814447
39141,"Ross County, OH",OH,17.07207121
39143,"Sandusky County, OH",OH,-10.1819523
39145,"Scioto County, OH",OH,-8.170115318
39147,"Seneca County, OH",OH,39.94367517
39149,"Shelby County, OH",OH,-44.98023495
39151,"Stark County, OH",OH,36.66792333
39153,"Summit County, OH",OH,-41.05868185
39155,"Trumbull County, OH",OH,-47.83976321
39157,"Tuscarawas County, OH",OH,-3.02570627
39159,"Union County, OH",OH,-18.5207936
39161,"Van Wert County, OH",OH,-21.52287621
39163,"Vinton County, OH",OH,14.77486953
39165,"Warren County, OH",OH,-29.65338741
39167,"Washington County, OH",OH,-9.347393787
39169,"Wayne County, OH",OH,47.67027426
39171,"Williams County, OH",OH,-25.00974466
39173,"Wood County, OH",OH,-4.068530141
39175,"Wyandot County, OH",OH,-41.09885162
40001,"Adair County, OK",OK,34.52301746
40003,"Alfalfa County, OK",OK,37.77211049
40005,"Atoka County, OK",OK,7.483161911
40007,"Beaver County, OK",OK,41.13796445
40009,"Beckham County, OK",OK,14.98254946
40011,"Blaine County, OK",OK,-28.11956587
40013,"Bryan County, OK",OK,37.9231137
40015,"Caddo County, OK",OK,-0.192331604
40017,"Canadian County, OK",OK,-6.609971723
40019,"Carter County, OK",OK,20.50280018
40021,"Cherokee County, OK",OK,23.2156534
40023,"Choctaw County, OK",OK,38.4079842
40025,"Cimarron County, OK",OK,31.25947255
40027,"Cleveland County, OK",OK,-19.80195498
40029,"Coal County, OK",OK,-38.69547716
40031,"Comanche County, OK",OK,20.40084357
40033,"Cotton County, OK",OK,-19.28101695
40035,"Craig County, OK",OK,48.18969063
40037,"Creek County, OK",OK,-33.37786858
40039,"Custer County, OK",OK,-1.838291463
40041,"Delaware County, OK",OK,37.80529759
40043,"Dewey County, OK",OK,17.52543595
40045,"Ellis County, OK",OK,36.71981789
40047,"Garfield County, OK",OK,18.93409238
40049,"Garvin County, OK",OK,-5.964952
40051,"Grady County, OK",OK,-4.661360143
40053,"Grant County, OK",OK,-26.54351994
40055,"Greer County, OK",OK,12.6026158
40057,"Harmon County, OK",OK,14.25325868
40059,"Harper County, OK",OK,22.58512599
40061,"Haskell County, OK",OK,7.055610957
40063,"Hughes County, OK",OK,6.997149449
40065,"Jackson County, OK",OK,23.61452571
40067,"Jefferson County, OK",OK,-6.242806058
40069,"Johnston County, OK",OK,-31.50076072
40071,"Kay County, OK",OK,44.62448844
40073,"Kingfisher County, OK",OK,-10.47593475
40075,"Kiowa County, OK",OK,-37.75712495
40077,"Latimer County, OK",OK,-40.69282097
40079,"Le Flore County, OK",OK,13.86016532
40081,"Lincoln County, OK",OK,-6.863594068
40083,"Logan County, OK",OK,-40.38476416
40085,"Love County, OK",OK,-35.17139667
40093,"Major County, OK",OK,34.17707015
40095,"Marshall County, OK",OK,-29.77582805
40097,"Mayes County, OK",OK,15.35049406
40087,"McClain County, OK",OK,-22.84865358
40089,"McCurtain County, OK",OK,-48.9537122
40091,"McIntosh County, OK",OK,37.78515284
40099,"Murray County, OK",OK,-32.33584349
40101,"Muskogee County, OK",OK,34.23493388
40103,"Noble County, OK",OK,-32.06803478
40105,"Nowata County, OK",OK,-44.38907692
40107,"Okfuskee County, OK",OK,31.49266976
40109,"Oklahoma County, OK",OK,5.746101624
40111,"Okmulgee County, OK",OK,23.42470757
40113,"Osage County, OK",OK,-16.99187879
40115,"Ottawa County, OK",OK,16.27461075
40117,"Pawnee County, OK",OK,-4.712721537
40119,"Payne County, OK",OK,39.90075032
40121,"Pittsburg County, OK",OK,6.126682408
40123,"Pontotoc County, OK",OK,20.55117764
40125,"Pottawatomie County, OK",OK,14.77753658
40127,"Pushmataha County, OK",OK,-34.19676784
40129,"Roger Mills County, OK",OK,-6.388007277
40131,"Rogers County, OK",OK,-31.82366608
40133,"Seminole County, OK",OK,44.64790535
40135,"Sequoyah County, OK",OK,-11.93002114
40137,"Stephens County, OK",OK,14.89484986
40139,"Texas County, OK",OK,15.94166921
40141,"Tillman County, OK",OK,36.25242057
40143,"Tulsa County, OK",OK,-2.590597903
40145,"Wagoner County, OK",OK,5.390921274
40147,"Washington County, OK",OK,-40.99123337
40149,"Washita County, OK",OK,6.775300061
40151,"Woods County, OK",OK,-41.43991116
40153,"Woodward County, OK",OK,28.83010224
41001,"Baker County, OR",OR,37.23634418
41003,"Benton County, OR",OR,15.03906065
41005,"Clackamas County, OR",OR,-6.070339809
41007,"Clatsop County, OR",OR,-40.70584301
41009,"Columbia County, OR",OR,-30.89717788
41011,"Coos County, OR",OR,18.78909839
41013,"Crook County, OR",OR,-25.26030214
41015,"Curry County, OR",OR,-19.29032804
41017,"Deschutes County, OR",OR,23.4969981
41019,"Douglas County, OR",OR,43.15637424
41021,"Gilliam County, OR",OR,38.78640751
41023,"Grant County, OR",OR,-42.86238929
41025,"Harney County, OR",OR,47.95910971
41027,"Hood River County, OR",OR,46.36166181
41029,"Jackson County, OR",OR,-16.02693053
41031,"Jefferson County, OR",OR,20.30639546
41033,"Josephine County, OR",OR,-10.24110899
41035,"Klamath County, OR",OR,-1.400638981
41037,"Lake County, OR",OR,30.61438675
41039,"Lane County, OR",OR,40.69258781
41041,"Lincoln County, OR",OR,33.34866612
41043,"Linn County, OR",OR,34.40965222
41045,"Malheur County, OR",OR,25.42153951
41047,"Marion County, OR",OR,22.54027726
41049,"Morrow County, OR",OR,-22.94526895
41051,"Multnomah County, OR",OR,-38.94588487
41053,"Polk County, OR",OR,-31.72056109
41055,"Sherman County, OR",OR,-39.15247479
41057,"Tillamook County, OR",OR,-0.126796316
41059,"Umatilla County, OR",OR,-28.89978255
41061,"Union County, OR",OR,-39.13121386
41063,"Wallowa County, OR",OR,39.128428
41065,"Wasco County, OR",OR,-4.795532026
41067,"Washington County, OR",OR,20.38037565
41069,"Wheeler County, OR",OR,-15.38901806
41071,"Yamhill County, OR",OR,3.47457957
42001,"Adams County, PA",PA,27.6834399
42003,"Allegheny County, PA",PA,36.8766345
42005,"Armstrong County, PA",PA,3.590560585
42007,"Beaver County, PA",PA,9.994825371
42009,"Bedford County, PA",PA,-42.9897006
42011,"Berks County, PA",PA,-31.25968363
42013,"Blair County, PA",PA,-6.412215917
42015,"Bradford County, PA",PA,43.33106323
42017,"Bucks County, PA",PA,9.757616345
42019,"Butler County, PA",PA,45.7664416
42021,"Cambria County, PA",PA,42.05867679
42023,"Cameron County, PA",PA,26.63395654
42025,"Carbon County, PA",PA,44.81474398
42027,"Centre County, PA",PA,34.35312036
42029,"Chester County, PA",PA,-32.97033556
42031,"Clarion County, PA",PA,-45.26522988
42033,"Clearfield County, PA",PA,25.50499326
42035,"Clinton County, PA",PA,29.61756339
42037,"Columbia County, PA",PA,20.58029734
42039,"Crawford County, PA",PA,21.03157305
42041,"Cumberland County, PA",PA,-25.41270767
42043,"Dauphin County, PA",PA,9.99254339
42045,"Delaware County, PA",PA,31.35747439
42047,"Elk County, PA",PA,-10.6303686
42049,"Erie County, PA",PA,-14.31125106
42051,"Fayette County, PA",PA,18.24835086
42053,"Forest County, PA",PA,23.60951954
42055,"Franklin County, PA",PA,42.40757756
42057,"Fulton County, PA",PA,33.81052938
42059,"Greene County, PA",PA,-18.22212934
42061,"Huntingdon County, PA",PA,-2.575985789
42063,"Indiana County, PA",PA,43.4615227
42065,"Jefferson County, PA",PA,29.27204773
42067,"Juniata County, PA",PA,-34.08810504
42069,"Lackawanna County, PA",PA,-2.49146241
42071,"Lancaster County, PA",PA,13.04316549
42073,"Lawrence County, PA",PA,34.52354902
42075,"Lebanon County, PA",PA,39.20270274
42077,"Lehigh County, PA",PA,-43.94789314
42079,"Luzerne County, PA",PA,32.84246767
42081,"Lycoming County, PA",PA,35.84164303
42083,"McKean County, PA",PA,24.36016884
42085,"Mercer County, PA",PA,37.66544245
42087,"Mifflin County, PA",PA,-32.67917104
42089,"Monroe County, PA",PA,-7.493017841
42091,"Montgomery County, PA",PA,36.06130396
42093,"Montour County, PA",PA,-41.73769354
42095,"Northampton County, PA",PA,33.24992094
42097,"Northumberland County, PA",PA,44.02155063
42099,"Perry County, PA",PA,4.489575685
42101,"Philadelphia County, PA",PA,-11.12468415
42103,"Pike County, PA",PA,39.28173383
42105,"Potter County, PA",PA,20.78206983
42107,"Schuylkill County, PA",PA,-43.07720606
42109,"Snyder County, PA",PA,-36.15698557
42111,"Somerset County, PA",PA,-39.31985617
42113,"Sullivan County, PA",PA,33.21277637
42115,"Susquehanna County, PA",PA,43.26340291
42117,"Tioga County, PA",PA,17.80396719
42119,"Union County, PA",PA,-16.73771253
42121,"Venango County, PA",PA,-16.95827962
42123,"Warren County, PA",PA,8.441034181
42125,"Washington County, PA",PA,22.27208625
42127,"Wayne County, PA",PA,-20.52181664
42129,"Westmoreland County, PA",PA,2.81301586
42131,"Wyoming County, PA",PA,0.748507678
42133,"York County, PA",PA,0.01461146
72001,"Adjuntas Municipio, PR",PR,5.4403812
72003,"Aguada Municipio, PR",PR,-33.74465028
72005,"Aguadilla Municipio, PR",PR,-17.8876793
72007,"Aguas Buenas Municipio, PR",PR,24.56720536
72009,"Aibonito Municipio, PR",PR,-6.592244491
72013,"Arecibo Municipio, PR",PR,3.533509468
72015,"Arroyo Municipio, PR",PR,-48.60601115
72011,"Añasco Municipio, PR",PR,-27.66543001
72017,"Barceloneta Municipio, PR",PR,43.40743072
72019,"Barranquitas Municipio, PR",PR,-22.50888897
72021,"Bayamón Municipio, PR",PR,-26.8800202
72023,"Cabo Rojo Municipio, PR",PR,-17.67405585
72025,"Caguas Municipio, PR",PR,-34.77471095
72027,"Camuy Municipio, PR",PR,-31.01751572
72029,"Canóvanas Municipio, PR",PR,27.59182158
72031,"Carolina Municipio, PR",PR,49.42952778
72033,"Cataño Municipio, PR",PR,-8.508511252
72035,"Cayey Municipio, PR",PR,-22.022928
72037,"Ceiba Municipio, PR",PR,-17.91489787
72039,"Ciales Municipio, PR",PR,-48.74786021
72041,"Cidra Municipio, PR",PR,6.452548097
72043,"Coamo Municipio, PR",PR,-49.63910406
72045,"Comerío Municipio, PR",PR,-48.23825905
72047,"Corozal Municipio, PR",PR,-16.07060945
72049,"Culebra Municipio, PR",PR,-42.53952431
72051,"Dorado Municipio, PR",PR,12.57511751
72053,"Fajardo Municipio, PR",PR,-33.41013016
72054,"Florida Municipio, PR",PR,21.72439073
72057,"Guayama Municipio, PR",PR,19.95175156
72059,"Guayanilla Municipio, PR",PR,-7.275857109
72061,"Guaynabo Municipio, PR",PR,47.51417959
72063,"Gurabo Municipio, PR",PR,35.01092169
72055,"Guánica Municipio, PR",PR,-21.48337622
72065,"Hatillo Municipio, PR",PR,41.28379735
72067,"Hormigueros Municipio, PR",PR,47.67861896
72069,"Humacao Municipio, PR",PR,13.70583906
72071,"Isabela Municipio, PR",PR,-23.99418709
72073,"Jayuya Municipio, PR",PR,16.20363183
72075,"Juana Díaz Municipio, PR",PR,-32.92509494
72077,"Juncos Municipio, PR",PR,35.03465553
72079,"Lajas Municipio, PR",PR,-46.4334913
72081,"Lares Municipio, PR",PR,10.32813639
72083,"Las Marías Municipio, PR",PR,-6.297922232
72085,"Las Piedras Municipio, PR",PR,7.879203186
72087,"Loíza Municipio, PR",PR,46.79271256
72089,"Luquillo Municipio, PR",PR,-22.49048795
72091,"Manatí Municipio, PR",PR,32.73174704
72093,"Maricao Municipio, PR",PR,8.965182874
72095,"Maunabo Municipio, PR",PR,16.67692648
72097,"Mayagüez Municipio, PR",PR,45.83675983
72099,"Moca Municipio, PR",PR,-17.99851419
72101,"Morovis Municipio, PR",PR,-33.67074843
72103,"Naguabo Municipio, PR",PR,47.86229891
72105,"Naranjito Municipio, PR",PR,-29.02739149
72107,"Orocovis Municipio, PR",PR,-26.95150939
72109,"Patillas Municipio, PR",PR,22.49033025
72111,"Peñuelas Municipio, PR",PR,42.25876965
72113,"Ponce Municipio, PR",PR,-28.20744818
72115,"Quebradillas Municipio, PR",PR,23.32404764
72117,"Rincón Municipio, PR",PR,45.42965543
72119,"Río Grande Municipio, PR",PR,30.62644524
72121,"Sabana Grande Municipio, PR",PR,25.3420737
72123,"Salinas Municipio, PR",PR,15.94090878
72125,"San Germán Municipio, PR",PR,-9.139314446
72127,"San Juan Municipio, PR",PR,48.87610895
72129,"San Lorenzo Municipio, PR",PR,-42.84294239
72131,"San Sebastián Municipio, PR",PR,0.059509212
72133,"Santa Isabel Municipio, PR",PR,26.07405613
72135,"Toa Alta Municipio, PR",PR,33.12148325
72137,"Toa Baja Municipio, PR",PR,3.87517268
72139,"Trujillo Alto Municipio, PR",PR,-2.011029184
72141,"Utuado Municipio, PR",PR,-29.7371118
72143,"Vega Alta Municipio, PR",PR,1.970282181
72145,"Vega Baja Municipio, PR",PR,-8.920237487
72147,"Vieques Municipio, PR",PR,-41.80519206
72149,"Villalba Municipio, PR",PR,12.94762618
72151,"Yabucoa Municipio, PR",PR,-27.87442386
72153,"Yauco Municipio, PR",PR,44.39843498
70002,"State of Aimeliik, PW",PW,27.586872
70004,"State of Airai, PW",PW,49.70386244
70010,"State of Angaur, PW",PW,-21.95517296
70050,"State of Hatobohei, PW",PW,-45.63074232
